Date,Start_period,End_period,Barometer - hPa,Temp - Â°C,Hum - %,Dew Point - Â°C,Wet Bulb - Â°C,Avg Wind Speed - km/h,Wind Run - km,UV Index,GHI - W/m^2,Day of Year,Hour of Day,Solar Zenith Angle,Solar Elevation Angle,Clearness Index
3/6/2024,17:05,18:00,1006.475,30.917,68.917,24.417,26.0,5.167,-0.3,0.0,20.75,66,17.08333333,77.18815959,12.81184041,0.015246143
3/6/2024,18:05,19:00,1007.325,30.0,74.417,25.0,26.0,2.667,0.1,0.0,0.0,66,18.08333333,91.96976546,-1.969765462,0.0
3/6/2024,19:05,20:00,1007.967,29.25,76.333,25.0,26.0,4.25,0.2,0.0,0.0,66,19.08333333,106.7997106,-16.79971058,0.0
3/6/2024,20:05,21:00,1008.475,29.0,72.75,23.583,24.583,6.083,0.0,0.0,0.0,66,20.08333333,121.6588326,-31.65883261,0.0
3/6/2024,21:05,22:00,1008.783,28.0,72.833,23.0,24.0,7.0,0.0,0.0,0.0,66,21.08333333,136.5354557,-46.53545568,0.0
3/6/2024,22:05,23:00,1008.842,27.25,75.75,23.0,24.0,7.667,-0.1,0.0,0.0,66,22.08333333,151.4203838,-61.42038382,0.0
3/6/2024,23:05,0:00,1008.55,27.0,76.0,22.333,23.583,6.417,0.2,0.0,0.0,66,23.08333333,166.2969871,-76.29698709,0.0
3/7/2024,0:05,1:00,1008.075,26.583,78.5,22.417,23.417,8.333,-0.6,0.0,0.0,67,0.083333333,178.0724237,-88.07242366,0.0
3/7/2024,1:05,2:00,1007.625,26.0,81.0,23.0,24.0,6.5,-0.6,0.0,0.0,67,1.083333333,163.7832041,-73.78320407,0.0
3/7/2024,2:05,3:00,1007.325,26.0,82.0,23.0,23.833,5.083,0.0,0.0,0.0,67,2.083333333,148.911513,-58.91151299,0.0
3/7/2024,3:05,4:00,1007.3,26.0,82.333,22.417,23.0,5.167,-0.2,0.0,0.0,67,3.083333333,134.0262398,-44.02623978,0.0
3/7/2024,4:05,5:00,1007.667,25.25,83.167,22.0,23.0,4.75,0.3,0.0,0.0,67,4.083333333,119.1475577,-29.14755768,0.0
3/7/2024,5:05,6:00,1008.417,25.0,82.667,22.0,23.0,5.333,-0.1,0.0,1.5,67,5.083333333,104.2858083,-14.28580827,0.001102131
3/7/2024,6:05,7:00,1009.15,25.583,79.833,22.0,23.0,5.417,-0.1,0.167,92.0,67,6.083333333,89.45335641,0.546643586,0.067597355
3/7/2024,7:05,8:00,1009.792,27.333,74.333,22.167,23.417,8.083,0.1,1.5,279.333,67,7.083333333,74.67036865,15.32963135,0.205240999
3/7/2024,8:05,9:00,1010.05,28.0,71.667,22.5,24.0,15.667,0.5,3.5,492.5,67,8.083333333,59.9756189,30.0243811,0.361866275
3/7/2024,9:05,10:00,1009.767,29.333,67.583,22.917,24.0,11.75,-0.7,5.583,603.833,67,9.083333333,45.45673259,44.54326741,0.443668626
3/7/2024,10:05,11:00,1008.842,31.0,60.0,22.333,23.917,12.417,0.1,7.0,608.667,67,10.08333333,31.36088828,58.63911172,0.447220426
3/7/2024,11:05,12:00,1007.7,31.417,57.583,22.0,24.0,13.167,0.1,8.917,777.167,67,11.08333333,18.6742285,71.3257715,0.571026451
3/7/2024,12:05,13:00,1006.733,32.25,53.5,21.917,24.0,14.167,-0.1,8.75,784.583,67,12.08333333,12.72883971,77.27116029,0.576475386
3/7/2024,13:05,14:00,1005.95,33.167,50.667,21.75,24.0,12.75,0.0,7.833,794.917,67,13.08333333,20.57687289,69.42312711,0.584068332
3/7/2024,14:05,15:00,1004.908,33.667,49.5,21.667,23.833,13.5,0.3,5.167,647.75,67,14.08333333,33.65801477,56.34198523,0.475936811
3/7/2024,15:05,16:00,1004.558,33.0,46.917,20.417,22.667,16.417,0.3,2.667,459.25,67,15.08333333,47.85745777,42.14254223,0.337435709
3/7/2024,16:05,17:00,1004.908,32.75,48.75,20.75,23.0,15.667,0.0,0.833,227.667,67,16.08333333,62.41589959,27.58410041,0.167279206
3/7/2024,17:05,18:00,1005.367,31.75,55.0,21.917,24.0,12.0,-0.1,0.0,14.5,67,17.08333333,77.12947668,12.87052332,0.010653931
3/7/2024,18:05,19:00,1006.292,30.667,59.583,22.0,24.0,9.917,0.0,0.0,0.0,67,18.08333333,91.92268965,-1.922689646,0.0
3/7/2024,19:05,20:00,1007.283,29.75,63.0,22.0,23.667,8.167,0.2,0.0,0.0,67,19.08333333,106.7611273,-16.76112732,0.0
3/7/2024,20:05,21:00,1008.092,28.417,65.5,21.0,23.0,10.0,-0.3,0.0,0.0,67,20.08333333,121.6264376,-31.62643758,0.0
3/7/2024,21:05,22:00,1008.392,27.833,68.167,21.0,23.0,8.083,0.1,0.0,0.0,67,21.08333333,136.5069666,-46.50696663,0.0
3/7/2024,22:05,23:00,1008.592,27.0,71.583,21.0,23.0,9.083,0.2,0.0,0.0,67,22.08333333,151.3920606,-61.39206065,0.0
3/7/2024,23:05,0:00,1008.225,26.083,74.75,21.0,22.667,9.75,0.4,0.0,0.0,67,23.08333333,166.2554741,-76.25547414,0.0
3/8/2024,0:05,1:00,1007.625,26.0,77.333,21.75,23.0,8.0,0.0,0.0,0.0,68,0.083333333,177.7574914,-87.75749139,0.0
3/8/2024,1:05,2:00,1007.225,26.0,78.417,22.0,23.0,6.25,0.1,0.0,0.0,68,1.083333333,163.7370225,-73.73702248,0.0
3/8/2024,2:05,3:00,1007.142,25.75,78.0,21.333,22.333,4.667,0.0,0.0,0.0,68,2.083333333,148.879046,-58.87904603,0.0
3/8/2024,3:05,4:00,1006.875,25.0,77.417,21.0,22.0,5.833,0.0,0.0,0.0,68,3.083333333,133.9945836,-43.9945836,0.0
3/8/2024,4:05,5:00,1007.308,25.0,75.0,20.417,21.75,5.417,0.0,0.0,0.0,68,4.083333333,119.112651,-29.11265103,0.0
3/8/2024,5:05,6:00,1008.017,25.0,74.333,20.0,21.0,4.25,0.0,0.0,1.75,68,5.083333333,104.245136,-14.24513597,0.001285819
3/8/2024,6:05,7:00,1008.55,24.75,75.167,20.0,21.083,4.75,0.0,0.167,95.333,68,6.083333333,89.40441493,0.595585068,0.070046289
3/8/2024,7:05,8:00,1009.092,26.667,69.5,20.667,22.0,7.333,-0.2,1.5,274.917,68,7.083333333,74.60979978,15.39020022,0.201996326
3/8/2024,8:05,9:00,1009.683,28.167,66.083,21.167,22.833,8.333,0.6,3.167,437.417,68,8.083333333,59.89800576,30.10199424,0.321393828
3/8/2024,9:05,10:00,1009.442,29.25,63.333,21.333,23.083,10.75,-0.1,5.333,589.25,68,9.083333333,45.35191035,44.64808965,0.432953711
3/8/2024,10:05,11:00,1008.708,30.5,59.75,21.917,23.5,10.333,0.3,8.0,782.833,68,10.08333333,31.2062393,58.7937607,0.575189566
3/8/2024,11:05,12:00,1007.833,31.083,57.583,21.5,23.583,8.917,-0.3,7.417,681.917,68,11.08333333,18.41078678,71.58921322,0.501041146
3/8/2024,12:05,13:00,1007.192,31.917,56.5,22.0,24.0,8.083,0.4,7.0,591.0,68,12.08333333,12.33798289,77.66201711,0.43423953
3/8/2024,13:05,14:00,1006.675,31.583,58.5,22.333,24.0,11.0,0.3,3.833,340.583,68,13.08333333,20.33836402,69.66163598,0.250244673
3/8/2024,14:05,15:00,1006.467,30.5,62.75,22.583,24.0,9.75,0.1,0.833,82.75,68,14.08333333,33.51429421,56.48570579,0.060800882
3/8/2024,15:05,16:00,1006.542,29.583,65.917,22.583,24.0,7.833,-0.2,0.5,85.417,68,15.08333333,47.75824041,42.24175959,0.06276047
3/8/2024,16:05,17:00,1006.967,28.333,74.25,23.0,24.0,6.5,-0.4,0.0,36.583,68,16.08333333,62.3416519,27.6583481,0.0268795
3/8/2024,17:05,18:00,1007.325,27.167,80.083,23.583,24.083,6.083,0.2,0.0,8.0,68,17.08333333,77.07114533,12.92885467,0.005878031
3/8/2024,18:05,19:00,1007.525,27.0,81.833,23.083,24.0,4.917,0.1,0.0,0.0,68,18.08333333,91.87532533,-1.875325328,0.0
3/8/2024,19:05,20:00,1008.042,27.0,80.333,23.0,24.0,4.417,0.1,0.0,0.0,68,19.08333333,106.7215791,-16.72157911,0.0
3/8/2024,20:05,21:00,1008.75,26.917,81.333,23.0,24.0,4.333,0.2,0.0,0.0,68,20.08333333,121.5922621,-31.5922621,0.0
3/8/2024,21:05,22:00,1009.125,26.5,81.083,23.0,24.0,7.167,0.4,0.0,0.0,68,21.08333333,136.4755407,-46.47554072,0.0
3/8/2024,22:05,23:00,1009.192,27.0,79.083,23.0,24.0,8.5,-0.1,0.0,0.0,68,22.08333333,151.3587206,-61.35872059,0.0
3/8/2024,23:05,0:00,1008.892,27.0,79.0,23.0,24.0,6.083,0.1,0.0,0.0,68,23.08333333,166.2029581,-76.20295812,0.0
3/9/2024,0:05,1:00,1008.517,26.083,79.833,22.833,23.583,6.25,0.2,0.0,0.0,69,0.083333333,177.4197527,-87.41975271,0.0
3/9/2024,1:05,2:00,1007.817,26.0,80.833,22.0,23.0,9.583,0.4,0.0,0.0,69,1.083333333,163.6815294,-73.68152943,0.0
3/9/2024,2:05,3:00,1007.358,26.0,81.083,22.0,23.0,6.833,-0.1,0.0,0.0,69,2.083333333,148.8419997,-58.84199969,0.0
3/9/2024,3:05,4:00,1007.192,25.333,81.75,22.0,23.0,5.5,-0.6,0.0,0.0,69,3.083333333,133.960206,-43.96020604,0.0
3/9/2024,4:05,5:00,1007.517,24.833,85.25,22.0,23.0,4.5,0.2,0.0,0.0,69,4.083333333,119.0761112,-29.07611119,0.0
3/9/2024,5:05,6:00,1008.275,24.0,86.667,22.0,23.0,4.583,-0.1,0.0,1.167,69,5.083333333,104.2036237,-14.20362374,0.000857458
3/9/2024,6:05,7:00,1009.158,24.5,86.167,22.0,23.0,4.667,0.1,0.083,67.083,69,6.083333333,89.35530905,0.644690951,0.049289493
3/9/2024,7:05,8:00,1009.825,26.167,80.083,22.25,23.333,5.917,-0.1,1.417,252.0,69,7.083333333,74.54972131,15.45027869,0.185157972
3/9/2024,8:05,9:00,1009.975,28.083,72.333,23.0,24.0,9.0,0.4,3.417,488.417,69,8.083333333,59.8215983,30.1784017,0.358866275
3/9/2024,9:05,10:00,1010.042,29.25,66.5,22.5,24.0,10.25,0.0,5.417,695.917,69,9.083333333,45.24916648,44.75083352,0.5113277
3/9/2024,10:05,11:00,1009.25,30.5,60.833,22.0,24.0,11.75,0.4,6.833,717.917,69,10.08333333,31.05477888,58.94522112,0.527492285
3/9/2024,11:05,12:00,1008.2,31.917,54.333,21.417,23.583,10.25,-0.1,8.167,803.75,69,11.08333333,18.15085138,71.84914862,0.590558413
3/9/2024,12:05,13:00,1007.242,32.5,51.583,21.0,23.25,13.083,-0.3,8.833,858.333,69,12.08333333,11.94571896,78.05428104,0.630663483
3/9/2024,13:05,14:00,1006.55,33.167,50.0,21.25,23.5,12.0,-0.1,7.0,730.25,69,13.08333333,20.10358502,69.89641498,0.536554004
3/9/2024,14:05,15:00,1005.975,33.667,52.583,22.417,24.417,11.083,-0.2,5.167,692.583,69,14.08333333,33.37356588,56.62643412,0.508878031
3/9/2024,15:05,16:00,1005.767,33.0,52.833,22.167,24.167,13.75,-0.2,2.333,448.5,69,15.08333333,47.66094018,42.33905982,0.329537105
3/9/2024,16:05,17:00,1006.142,32.5,51.917,21.333,23.417,15.0,-0.1,0.75,205.167,69,16.08333333,62.2684827,27.7315173,0.150747245
3/9/2024,17:05,18:00,1006.808,31.333,52.417,20.25,22.5,14.833,-0.7,0.0,18.917,69,17.08333333,77.0131933,12.9868067,0.013899339
3/9/2024,18:05,19:00,1007.517,30.083,55.417,20.083,22.25,14.583,0.7,0.0,0.0,69,18.08333333,91.82768767,-1.827687669,0.0
3/9/2024,19:05,20:00,1008.15,28.583,61.75,20.667,22.0,12.333,-0.3,0.0,0.0,69,19.08333333,106.6810702,-16.68107022,0.0
3/9/2024,20:05,21:00,1008.725,27.75,68.083,21.167,22.833,10.25,-0.8,0.0,0.0,69,20.08333333,121.5562996,-31.55629961,0.0
3/9/2024,21:05,22:00,1009.508,27.0,72.917,22.0,23.0,9.167,-0.1,0.0,0.0,69,21.08333333,136.4411592,-46.44115916,0.0
3/9/2024,22:05,23:00,1009.85,26.833,75.917,22.0,23.0,9.583,-0.4,0.0,0.0,69,22.08333333,151.3203309,-61.32033087,0.0
3/9/2024,23:05,0:00,1009.85,26.0,77.5,22.0,23.0,8.667,0.1,0.0,0.0,69,23.08333333,166.1394461,-76.13944614,0.0
3/10/2024,0:05,1:00,1009.825,26.0,78.0,22.0,23.0,7.167,-0.4,0.0,0.0,70,0.083333333,177.0665598,-87.06655984,0.0
3/10/2024,1:05,2:00,1009.458,26.0,78.0,22.0,23.0,6.167,0.1,0.0,0.0,70,1.083333333,163.6167317,-73.61673167,0.0
3/10/2024,2:05,3:00,1009.367,26.0,78.167,22.0,23.0,8.583,0.3,0.0,0.0,70,2.083333333,148.8003507,-58.80035074,0.0
3/10/2024,3:05,4:00,1009.608,26.0,78.25,21.583,22.667,11.333,0.1,0.0,0.0,70,3.083333333,133.9230941,-43.92309406,0.0
3/10/2024,4:05,5:00,1009.783,25.0,79.0,21.333,22.0,8.417,-0.6,0.0,0.0,70,4.083333333,119.0379354,-29.03793539,0.0
3/10/2024,5:05,6:00,1010.45,25.5,78.25,21.0,22.0,8.167,0.4,0.0,1.417,70,5.083333333,104.1612785,-14.16127854,0.001041146
3/10/2024,6:05,7:00,1011.242,26.0,75.833,21.0,22.0,8.833,0.3,0.167,85.083,70,6.083333333,89.30605593,0.693944069,0.062515062
3/10/2024,7:05,8:00,1011.592,26.75,73.5,21.667,23.083,9.25,-0.3,1.333,236.0,70,7.083333333,74.4901627,15.5098373,0.17340191
3/10/2024,8:05,9:00,1011.9,28.583,69.25,22.083,24.0,10.333,0.2,3.667,485.0,70,8.083333333,59.74644327,30.25355673,0.356355621
3/10/2024,9:05,10:00,1011.725,29.5,64.167,22.083,23.917,15.083,0.5,5.833,632.417,70,9.083333333,45.14857751,44.85142249,0.46467083
3/10/2024,10:05,11:00,1011.283,29.917,62.917,22.25,23.583,13.75,-0.3,8.25,794.917,70,10.08333333,30.90665152,59.09334848,0.584068332
3/10/2024,11:05,12:00,1010.525,31.25,59.5,22.25,24.0,12.25,0.0,9.75,868.75,70,11.08333333,17.89475015,72.10524985,0.638317414
3/10/2024,12:05,13:00,1009.867,31.5,59.083,22.583,24.25,12.667,-0.2,7.417,620.75,70,12.08333333,11.55217867,78.44782133,0.456098457
3/10/2024,13:05,14:00,1009.192,31.083,60.583,22.75,24.5,13.833,0.0,6.75,620.167,70,13.08333333,19.87282503,70.12717497,0.455670096
3/10/2024,14:05,15:00,1008.775,31.667,59.25,23.0,24.167,11.917,-0.3,4.833,600.083,70,14.08333333,33.23595776,56.76404224,0.440913299
3/10/2024,15:05,16:00,1008.517,32.083,55.833,22.0,24.0,12.417,-0.2,2.167,337.0,70,15.08333333,47.56562718,42.43437282,0.24761205
3/10/2024,16:05,17:00,1008.633,32.0,53.0,20.833,23.167,12.75,0.0,0.667,97.75,70,16.08333333,62.19643529,27.80356471,0.07182219
3/10/2024,17:05,18:00,1009.175,31.083,55.75,20.917,23.333,8.667,0.0,0.0,17.0,70,17.08333333,76.95564778,13.04435222,0.012490816
3/10/2024,18:05,19:00,1010.108,29.5,65.583,22.0,24.0,9.0,-0.4,0.0,0.0,70,18.08333333,91.77979204,-1.779792039,0.0
3/10/2024,19:05,20:00,1011.033,28.417,68.667,22.0,23.583,9.167,0.4,0.0,0.0,70,19.08333333,106.639606,-16.63960597,0.0
3/10/2024,20:05,21:00,1011.742,27.75,70.5,22.0,23.0,8.0,-0.6,0.0,0.0,70,20.08333333,121.5185457,-31.51854571,0.0
3/10/2024,21:05,22:00,1012.325,27.0,74.583,22.0,23.0,5.333,0.2,0.0,0.0,70,21.08333333,136.4038071,-46.40380713,0.0
3/10/2024,22:05,23:00,1012.792,26.0,77.5,22.0,23.0,5.667,0.1,0.0,0.0,70,22.08333333,151.2768672,-61.27686724,0.0
3/10/2024,23:05,0:00,1012.433,26.0,79.5,22.0,23.0,6.75,-0.1,0.0,0.0,70,23.08333333,166.0649837,-76.06498372,0.0
3/11/2024,0:05,1:00,1011.95,26.0,79.167,22.0,23.0,5.167,-0.2,0.0,0.0,71,0.083333333,176.702471,-86.70247101,0.0
3/11/2024,1:05,2:00,1011.558,25.333,79.167,21.333,22.25,6.333,0.1,0.0,0.0,71,1.083333333,163.5426623,-73.54266229,0.0
3/11/2024,2:05,3:00,1011.15,25.0,79.333,21.0,22.0,5.833,0.0,0.0,0.0,71,2.083333333,148.7540833,-58.7540833,0.0
3/11/2024,3:05,4:00,1010.875,24.333,77.417,20.25,21.25,7.25,0.0,0.0,0.0,71,3.083333333,133.8832383,-43.88323827,0.0
3/11/2024,4:05,5:00,1011.0,24.167,76.417,20.0,21.0,7.083,-0.2,0.0,0.0,71,4.083333333,118.9981228,-28.99812284,0.0
3/11/2024,5:05,6:00,1011.517,24.0,78.25,20.0,21.0,5.167,-0.3,0.0,1.917,71,5.083333333,104.1181082,-14.11810821,0.001408523
3/11/2024,6:05,7:00,1012.292,24.333,77.75,20.0,21.167,4.417,0.1,0.167,82.917,71,6.083333333,89.25667281,0.743327185,0.060923586
3/11/2024,7:05,8:00,1012.717,26.75,71.0,21.0,22.333,5.667,0.3,1.5,276.833,71,7.083333333,74.43115269,15.56884731,0.203404115
3/11/2024,8:05,9:00,1012.692,28.0,69.25,21.833,23.0,10.667,0.3,3.0,422.0,71,8.083333333,59.67258582,30.32741418,0.310066128
3/11/2024,9:05,10:00,1012.333,29.417,63.25,21.583,23.0,11.917,-0.4,6.083,685.25,71,9.083333333,45.05021733,44.94978267,0.503490081
3/11/2024,10:05,11:00,1011.683,30.5,57.917,21.167,23.0,13.667,0.3,8.167,809.25,71,10.08333333,30.76199832,59.23800168,0.594599559
3/11/2024,11:05,12:00,1010.9,31.333,53.667,20.917,23.0,10.083,-0.1,7.917,732.917,71,11.08333333,17.64281798,72.35718202,0.538513593
3/11/2024,12:05,13:00,1009.775,32.333,50.75,20.833,22.917,10.167,0.0,8.0,780.083,71,12.08333333,11.15749515,78.84250485,0.573168993
3/11/2024,13:05,14:00,1008.892,33.25,47.417,20.667,22.917,9.833,0.0,7.0,748.417,71,13.08333333,19.64637585,70.35362415,0.549902278
3/11/2024,14:05,15:00,1008.333,33.167,46.75,20.417,22.917,10.0,-0.2,3.167,307.417,71,14.08333333,33.10159439,56.89840561,0.225875827
3/11/2024,15:05,16:00,1008.058,33.0,49.0,20.75,23.0,10.25,0.1,1.75,236.583,71,15.08333333,47.47236896,42.52763104,0.173830272
3/11/2024,16:05,17:00,1008.267,33.0,49.083,20.917,23.0,9.167,0.1,0.583,151.417,71,16.08333333,62.12555154,27.87444846,0.111254225
3/11/2024,17:05,18:00,1008.908,31.917,51.083,20.583,22.917,6.917,-0.4,0.0,22.75,71,17.08333333,76.89853533,13.10146467,0.01671565
3/11/2024,18:05,19:00,1009.292,31.0,53.25,20.333,22.417,4.333,-0.1,0.0,0.0,71,18.08333333,91.73165401,-1.73165401,0.0
3/11/2024,19:05,20:00,1009.75,29.833,58.083,21.0,23.0,8.667,0.6,0.0,0.0,71,19.08333333,106.5971927,-16.59719274,0.0
3/11/2024,20:05,21:00,1010.192,28.75,63.5,21.0,23.0,9.167,0.0,0.0,0.0,71,20.08333333,121.4789982,-31.47899815,0.0
3/11/2024,21:05,22:00,1010.733,27.417,68.917,21.0,23.0,5.75,-0.1,0.0,0.0,71,21.08333333,136.3634738,-46.36347384,0.0
3/11/2024,22:05,23:00,1011.033,27.0,72.417,21.167,23.0,6.167,-0.1,0.0,0.0,71,22.08333333,151.2283141,-61.22831405,0.0
3/11/2024,23:05,0:00,1010.458,26.5,74.417,21.917,23.0,5.25,0.3,0.0,0.0,71,23.08333333,165.9796537,-75.97965373,0.0
3/12/2024,0:05,1:00,1009.95,26.0,74.083,21.417,22.417,7.417,0.1,0.0,0.0,72,0.083333333,176.3304145,-86.33041447,0.0
3/12/2024,1:05,2:00,1009.292,26.0,73.667,21.0,22.0,8.25,0.0,0.0,0.0,72,1.083333333,163.4593801,-73.45938013,0.0
3/12/2024,2:05,3:00,1009.233,26.0,73.25,21.0,22.0,6.667,-0.4,0.0,0.0,72,2.083333333,148.7031889,-58.70318892,0.0
3/12/2024,3:05,4:00,1009.142,26.0,74.917,21.0,22.0,8.083,0.2,0.0,0.0,72,3.083333333,133.8406329,-43.84063288,0.0
3/12/2024,4:05,5:00,1009.208,25.583,76.167,21.0,22.0,7.167,0.4,0.0,0.0,72,4.083333333,118.9566747,-28.95667472,0.0
3/12/2024,5:05,6:00,1009.667,25.0,80.333,21.583,22.417,8.583,-0.2,0.0,0.667,72,5.083333333,104.0741215,-14.07412152,0.000490081
3/12/2024,6:05,7:00,1010.308,25.083,82.75,22.0,23.0,10.333,0.8,0.083,66.5,72,6.083333333,89.20717699,0.792823012,0.048861132
3/12/2024,7:05,8:00,1010.808,26.167,81.167,22.667,23.333,13.667,-0.6,1.333,209.75,72,7.083333333,74.37271923,15.62728077,0.154114622
3/12/2024,8:05,9:00,1010.975,27.417,75.917,23.0,24.0,12.417,0.5,3.583,456.833,72,8.083333333,59.60006939,30.39993061,0.335659809
3/12/2024,9:05,10:00,1010.708,29.0,71.5,23.083,24.583,11.583,0.2,5.083,454.833,72,9.083333333,44.95415702,45.04584298,0.334190301
3/12/2024,10:05,11:00,1010.208,30.0,69.167,23.667,25.0,10.417,0.0,6.417,518.5,72,10.08333333,30.62095659,59.37904341,0.380969875
3/12/2024,11:05,12:00,1009.467,29.917,70.167,24.0,25.0,12.333,-0.7,7.167,567.167,72,11.08333333,17.39539634,72.60460366,0.416728141
3/12/2024,12:05,13:00,1008.642,30.0,70.0,24.0,25.0,9.75,0.1,5.083,376.833,72,12.08333333,10.76180425,79.23819575,0.2768795
3/12/2024,13:05,14:00,1007.892,30.0,71.167,24.0,25.333,9.0,-0.3,3.833,304.167,72,13.08333333,19.42453127,70.57546873,0.223487877
3/12/2024,14:05,15:00,1007.683,29.25,75.5,24.583,25.75,8.333,0.0,1.167,109.417,72,14.08333333,32.97059658,57.02940342,0.080394563
3/12/2024,15:05,16:00,1007.65,29.583,75.417,24.583,25.583,7.0,-0.3,0.833,97.333,72,15.08333333,47.3812305,42.6187695,0.071515797
3/12/2024,16:05,17:00,1008.075,28.75,78.25,24.667,25.583,4.583,-0.2,0.0,25.917,72,16.08333333,62.05587176,27.94412824,0.019042616
3/12/2024,17:05,18:00,1008.75,26.5,87.75,24.0,25.0,3.5,0.0,0.0,0.0,72,17.08333333,76.84188192,13.15811808,0.0
3/12/2024,18:05,19:00,1009.125,26.0,91.667,24.167,25.0,2.75,0.0,0.0,0.0,72,18.08333333,91.68328935,-1.683289346,0.0
3/12/2024,19:05,20:00,1009.667,26.0,91.5,24.167,25.0,4.417,0.0,0.0,0.0,72,19.08333333,106.553838,-16.553838,0.0
3/12/2024,20:05,21:00,1010.358,26.0,90.75,24.0,24.75,3.167,-0.1,0.0,0.0,72,20.08333333,121.4376569,-31.4376569,0.0
3/12/2024,21:05,22:00,1010.725,26.0,90.583,24.0,24.333,2.667,0.0,0.0,0.0,72,21.08333333,136.3201525,-46.32015251,0.0
3/12/2024,22:05,23:00,1010.992,26.0,89.333,24.0,24.0,3.667,0.0,0.0,0.0,72,22.08333333,151.1746642,-61.17466424,0.0
3/12/2024,23:05,0:00,1010.892,26.0,89.0,24.0,24.0,4.5,0.2,0.0,0.0,72,23.08333333,165.8835749,-75.88357494,0.0
3/13/2024,0:05,1:00,1010.458,26.0,88.5,24.0,24.0,5.5,0.3,0.0,0.0,73,0.083333333,175.9523479,-85.95234793,0.0
3/13/2024,1:05,2:00,1009.725,25.833,89.667,24.0,24.0,7.167,-0.3,0.0,0.0,73,1.083333333,163.3669691,-73.36696905,0.0
3/13/2024,2:05,3:00,1009.525,25.0,90.833,24.0,24.0,4.25,0.2,0.0,0.0,73,2.083333333,148.6476666,-58.64766655,0.0
3/13/2024,3:05,4:00,1009.608,25.0,92.75,24.0,24.0,3.583,-0.4,0.0,0.0,73,3.083333333,133.7952758,-43.7952758,0.0
3/13/2024,4:05,5:00,1009.825,25.0,93.583,24.0,24.0,1.25,-0.2,0.0,0.0,73,4.083333333,118.9135942,-28.91359418,0.0
3/13/2024,5:05,6:00,1010.342,25.0,93.0,24.0,24.0,2.5,-0.1,0.0,0.917,73,5.083333333,104.0293281,-14.02932814,0.000673769
3/13/2024,6:05,7:00,1010.775,25.25,92.0,24.0,24.0,2.833,0.3,0.083,68.167,73,6.083333333,89.15758578,0.842414215,0.050085966
3/13/2024,7:05,8:00,1011.05,26.75,85.667,24.0,24.75,9.083,0.0,1.667,317.25,73,7.083333333,74.3148895,15.6851105,0.233100661
3/13/2024,8:05,9:00,1010.983,28.083,79.75,24.25,25.083,10.75,0.8,3.667,426.667,73,8.083333333,59.52893572,30.47106428,0.313495224
3/13/2024,9:05,10:00,1010.617,28.5,76.417,24.0,25.0,13.75,0.1,4.583,360.583,73,9.083333333,44.86046472,45.13953528,0.26493975
3/13/2024,10:05,11:00,1009.942,29.25,73.5,24.0,25.0,16.75,1.1,4.833,361.75,73,10.08333333,30.48365959,59.51634041,0.265797208
3/13/2024,11:05,12:00,1009.308,29.917,70.917,24.0,25.0,15.083,-0.4,6.667,500.75,73,11.08333333,17.15283276,72.84716724,0.367927994
3/13/2024,12:05,13:00,1008.583,30.0,68.083,23.5,24.75,19.583,0.3,7.0,515.833,73,12.08333333,10.36524494,79.63475506,0.379010287
3/13/2024,13:05,14:00,1007.975,30.5,67.167,23.75,24.917,10.083,-1.2,4.333,349.0,73,13.08333333,19.20758641,70.79241359,0.256429096
3/13/2024,14:05,15:00,1007.592,30.75,66.25,23.75,25.167,12.667,0.3,3.0,323.75,73,14.08333333,32.84308118,57.15691882,0.237876561
3/13/2024,15:05,16:00,1007.292,30.5,67.333,23.833,25.083,12.25,-0.1,2.5,355.0,73,15.08333333,47.29227409,42.70772591,0.260837619
3/13/2024,16:05,17:00,1007.725,30.333,63.417,22.917,24.25,13.5,0.4,0.667,152.75,73,16.08333333,61.98743475,28.01256525,0.112233652
3/13/2024,17:05,18:00,1008.292,29.917,66.25,22.917,24.0,9.667,-0.1,0.0,24.333,73,17.08333333,76.78571282,13.21428718,0.017878766
3/13/2024,18:05,19:00,1008.958,29.0,66.083,22.25,23.417,11.417,0.5,0.0,0.0,73,18.08333333,91.63471399,-1.634713992,0.0
3/13/2024,19:05,20:00,1010.008,28.25,68.917,22.0,23.5,15.417,0.0,0.0,0.0,73,19.08333333,106.5095503,-16.50955026,0.0
3/13/2024,20:05,21:00,1010.642,27.583,70.5,22.0,23.0,11.25,-0.6,0.0,0.0,73,20.08333333,121.3945241,-31.39452414,0.0
3/13/2024,21:05,22:00,1010.858,26.583,74.333,22.0,23.0,7.5,0.1,0.0,0.0,73,21.08333333,136.2738404,-46.27384042,0.0
3/13/2024,22:05,23:00,1011.092,26.0,77.5,22.0,23.0,7.167,0.1,0.0,0.0,73,22.08333333,151.1159194,-61.11591938,0.0
3/13/2024,23:05,0:00,1010.933,26.0,78.083,22.0,23.0,8.5,0.1,0.0,0.0,73,23.08333333,165.7769002,-75.77690019,0.0
3/14/2024,0:05,1:00,1010.525,26.0,78.25,21.333,22.333,7.583,0.1,0.0,0.0,74,0.083333333,175.5696335,-85.56963347,0.0
3/14/2024,1:05,2:00,1010.4,25.417,78.0,21.0,22.0,8.167,0.0,0.0,0.0,74,1.083333333,163.2655369,-73.26553693,0.0
